day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,22600,STARFRUIT,5062,5,5057,28,,,5064,28,,,,,5063.0,351.859375
1,22600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,435.0
1,22700,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,435.0
1,22700,ORCHIDS,1083,10,1082,2,1075,55,1091,10,1092,2,1098,55,1087.0,106649.140625
1,22700,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,357.3671875
1,22800,STARFRUIT,5058,27,,,,,5065,27,,,,,5061.5,352.7578125
1,22800,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,435.0
1,22800,ORCHIDS,1083,7,1082,5,1075,49,1091,7,1092,5,1098,49,1087.0,106648.34375
1,22900,STARFRUIT,5058,2,5057,26,,,5064,28,,,,,5061.0,356.7421875
1,22900,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,435.0
1,22900,ORCHIDS,1085,6,1084,3,1077,46,1093,6,1094,3,1100,46,1089.0,106645.546875
1,23000,ORCHIDS,1082,10,1081,2,1074,48,1090,10,1091,2,1097,48,1086.0,106647.75
1,23000,STARFRUIT,5059,2,5058,23,,,5065,23,,,,,5062.0,351.96484375
1,23000,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,435.0
1,23100,ORCHIDS,1081,6,1080,4,1073,53,1089,6,1090,4,1096,53,1085.0,106647.953125
1,23100,STARFRUIT,5058,29,,,,,5063,4,5065,29,,,5060.5,374.08544921875
1,23100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,435.0
1,23200,STARFRUIT,5058,29,,,,,5063,8,5065,29,,,5060.5,374.35791015625
1,23200,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,435.0
1,23200,ORCHIDS,1080,6,1079,5,1073,53,1088,6,1089,5,1096,53,1084.0,106647.65625
1,23300,STARFRUIT,5059,2,5058,26,,,5065,28,,,,,5062.0,374.89111328125
1,23300,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,435.0
1,23300,ORCHIDS,1081,8,1080,2,1073,48,1089,8,1090,2,1096,48,1085.0,106645.859375
1,23400,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,435.0
1,23400,ORCHIDS,1082,7,1081,4,1074,48,1090,7,1091,4,1097,48,1086.0,106644.0625
1,23400,STARFRUIT,5060,3,5059,2,5058,28,5065,2,5066,28,,,5062.5,375.02783203125
1,23500,ORCHIDS,1081,9,1080,2,1073,51,1089,9,1090,2,1096,51,1085.0,106644.265625
1,23500,STARFRUIT,5059,29,,,,,5066,29,,,,,5062.5,375.59716796875
1,23500,AMETHYSTS,9998,9,9996,1,9995,28,10004,1,10005,28,,,10001.0,435.0
1,23600,STARFRUIT,5059,22,,,,,5064,7,5066,22,,,5061.5,375.43310546875
1,23600,ORCHIDS,1082,8,1081,2,1075,48,1089,8,1090,2,1096,48,1085.5,106642.46875
1,23600,AMETHYSTS,9996,1,9995,21,,,10002,1,10004,1,10005,21,9999.0,435.0
1,23700,STARFRUIT,5059,32,,,,,5065,2,5066,30,,,5062.0,375.20751953125
1,23700,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,435.0
1,23700,ORCHIDS,1083,6,1082,5,1076,48,1090,6,1091,5,1097,48,1086.5,106640.671875
1,23800,ORCHIDS,1084,7,1083,2,1077,50,1091,7,1092,2,1098,50,1087.5,106638.875
1,23800,AMETHYSTS,10002,1,9996,1,9995,27,10004,1,10005,27,,,10003.0,435.0
1,23800,STARFRUIT,5059,28,,,,,5065,1,5066,27,,,5062.0,375.16650390625
1,23900,ORCHIDS,1085,6,1084,2,1078,50,1092,6,1093,2,1099,50,1088.5,106637.078125
1,23900,STARFRUIT,5059,31,,,,,5066,31,,,,,5062.5,375.3369140625
1,23900,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,437.0
1,24000,STARFRUIT,5062,2,5059,24,,,5064,4,5066,24,,,5063.0,375.361328125
1,24000,ORCHIDS,1084,10,1083,5,1077,47,1091,10,1092,5,1098,47,1087.5,106637.28125
1,24000,AMETHYSTS,10000,2,9996,1,9995,23,10004,1,10005,23,,,10002.0,437.0
1,24100,STARFRUIT,5059,23,,,,,5066,23,,,,,5062.5,374.8515625
1,24100,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,440.0
1,24100,ORCHIDS,1085,8,1084,5,1078,50,1092,8,1093,5,1099,50,1088.5,106635.484375
1,24200,ORCHIDS,1083,6,1082,4,1076,50,1090,6,1091,4,1097,50,1086.5,106637.1875
1,24200,AMETHYSTS,9998,9,9996,2,9995,30,10004,2,10005,30,,,10001.0,440.0
1,24200,STARFRUIT,5060,2,5059,32,,,5065,2,5066,30,,,5062.5,374.806640625
1,24300,ORCHIDS,1087,6,1084,8,1083,5,1091,8,1092,5,1098,49,1089.0,106635.890625
1,24300,STARFRUIT,5059,32,,,,,5066,32,,,,,5062.5,374.37646484375
1,24300,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,440.0
1,24400,STARFRUIT,5059,22,,,,,5060,1,5066,22,,,5059.5,374.34814453125
1,24400,ORCHIDS,1085,9,1084,3,1078,43,1092,9,1093,3,1099,43,1088.5,106637.09375
1,24400,AMETHYSTS,9998,6,9996,2,9995,20,10004,2,10005,20,,,10001.0,440.0
1,24500,STARFRUIT,5058,24,,,,,5063,2,5065,24,,,5060.5,377.0
1,24500,AMETHYSTS,9995,24,,,,,10002,5,10005,24,,,9998.5,440.0
1,24500,ORCHIDS,1086,10,1085,3,1079,54,1093,10,1094,3,1100,54,1089.5,106635.796875
1,24600,ORCHIDS,1086,5,1085,2,1079,44,1090,5,1093,5,1094,2,1088.0,106635.5
1,24600,AMETHYSTS,9996,2,9995,23,,,10002,4,10004,2,10005,23,9999.0,440.0
1,24600,STARFRUIT,5058,25,,,,,5065,25,,,,,5061.5,377.0
1,24700,ORCHIDS,1083,10,1082,3,1076,47,1090,10,1091,3,1097,47,1086.5,106637.703125
1,24700,STARFRUIT,5058,22,,,,,5065,22,,,,,5061.5,377.0
1,24700,AMETHYSTS,9998,10,9995,22,,,10005,22,,,,,10001.5,440.0
1,24800,STARFRUIT,5059,1,5058,20,,,5065,21,,,,,5062.0,377.0
1,24800,ORCHIDS,1085,7,1084,3,1078,42,1092,7,1093,3,1099,42,1088.5,106634.90625
1,24800,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,440.0
1,24900,STARFRUIT,5060,6,5059,30,,,5065,2,5066,28,,,5062.5,377.0
1,24900,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,440.0
1,24900,ORCHIDS,1088,5,1085,8,1084,2,1092,8,1093,2,1099,55,1090.0,106634.109375
1,25000,ORCHIDS,1084,8,1083,3,1077,47,1091,8,1092,3,1098,47,1087.5,106637.3125
1,25000,AMETHYSTS,9998,2,9996,2,9995,25,10004,2,10005,25,,,10001.0,440.0
1,25000,STARFRUIT,5059,2,5058,25,,,5063,2,5065,27,,,5061.0,377.0
1,25100,ORCHIDS,1085,8,1084,3,1078,48,1092,8,1093,3,1099,48,1088.5,106635.515625
1,25100,STARFRUIT,5058,31,,,,,5065,31,,,,,5061.5,377.0
1,25100,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,440.0
1,25200,ORCHIDS,1085,5,1084,4,1078,47,1092,5,1093,4,1099,47,1088.5,106635.21875
1,25200,AMETHYSTS,9996,2,9995,24,,,10002,5,10004,2,10005,24,9999.0,440.0
1,25200,STARFRUIT,5059,26,,,,,5066,26,,,,,5062.5,377.0
1,25300,AMETHYSTS,9995,28,,,,,9998,1,10005,28,,,9996.5,440.0
1,25300,STARFRUIT,5058,28,,,,,5063,5,5065,28,,,5060.5,377.0
1,25300,ORCHIDS,1084,5,1083,5,1077,49,1092,5,1093,5,1099,49,1088.0,106634.921875
1,25400,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,442.0
1,25400,ORCHIDS,1083,7,1082,4,1076,55,1090,7,1091,4,1097,55,1086.5,106635.125
1,25400,STARFRUIT,5060,7,5059,30,,,5066,30,,,,,5063.0,377.0
1,25500,STARFRUIT,5059,6,5058,22,,,5065,1,5066,22,,,5062.0,377.0
1,25500,ORCHIDS,1080,6,1079,2,1073,44,1087,6,1088,2,1094,44,1083.5,106637.328125
1,25500,AMETHYSTS,9998,1,9996,1,9995,22,10004,1,10005,22,,,10001.0,442.0
1,25600,AMETHYSTS,9996,1,9995,24,,,10002,1,10004,1,10005,24,9999.0,442.0
1,25600,ORCHIDS,1080,6,1079,2,1073,40,1087,6,1088,2,1094,40,1083.5,106636.53125
1,25600,STARFRUIT,5059,25,,,,,5066,25,,,,,5062.5,377.0
1,25700,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,442.0
1,25700,STARFRUIT,5059,1,5058,21,,,5065,22,,,,,5062.0,377.0
1,25700,ORCHIDS,1080,9,1079,5,1073,49,1087,9,1088,5,1094,49,1083.5,106635.734375
1,25800,AMETHYSTS,9998,1,9995,20,,,10005,20,,,,,10001.5,442.0
1,25800,ORCHIDS,1078,6,1077,2,1071,38,1085,6,1086,2,1092,38,1081.5,106636.9375
1,25800,STARFRUIT,5059,20,,,,,5066,20,,,,,5062.5,377.0
1,25900,STARFRUIT,5059,30,,,,,5066,30,,,,,5062.5,377.0
1,25900,ORCHIDS,1080,7,1079,4,1073,51,1087,7,1088,4,1094,51,1083.5,106634.640625
1,25900,AMETHYSTS,10002,2,9995,30,,,10005,30,,,,,10003.5,442.0
1,26000,AMETHYSTS,9996,1,9995,21,,,9998,1,10004,1,10005,21,9997.0,446.0
1,26000,ORCHIDS,1081,6,1080,3,1074,43,1088,6,1089,3,1095,43,1084.5,106632.84375
1,26000,STARFRUIT,5060,1,5059,21,,,5064,6,5066,22,,,5062.0,377.0
1,26100,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,463.0
1,26100,STARFRUIT,5060,28,,,,,5065,5,5066,1,5067,28,5062.5,377.0
1,26100,ORCHIDS,1082,8,1081,5,1075,54,1089,8,1090,5,1096,54,1085.5,106631.046875
1,26200,AMETHYSTS,9998,2,9996,2,9995,30,10004,2,10005,30,,,10001.0,463.0
1,26200,ORCHIDS,1082,7,1081,5,1075,52,1089,7,1090,5,1096,52,1085.5,106630.25
1,26200,STARFRUIT,5064,9,5059,32,,,5066,32,,,,,5065.0,388.85546875
1,26300,STARFRUIT,5060,1,5059,22,,,5066,23,,,,,5063.0,402.1123046875
1,26300,ORCHIDS,1082,5,1081,4,1075,37,1089,5,1090,4,1096,37,1085.5,106629.453125
1,26300,AMETHYSTS,9996,1,9995,22,,,10002,8,10004,1,10005,22,9999.0,463.0
1,26400,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,463.0
1,26400,ORCHIDS,1083,7,1082,4,1076,47,1090,7,1091,4,1097,47,1086.5,106628.15625
1,26400,STARFRUIT,5059,24,,,,,5066,24,,,,,5062.5,402.43994140625
1,26500,AMETHYSTS,9996,2,9995,27,,,10002,3,10004,2,10005,27,9999.0,463.0
1,26500,STARFRUIT,5059,29,,,,,5064,7,5065,2,5066,27,5061.5,402.81103515625
1,26500,ORCHIDS,1082,10,1081,4,1075,57,1089,10,1090,4,1096,57,1085.5,106628.359375
1,26600,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,463.0
1,26600,ORCHIDS,1082,10,1081,2,1075,53,1089,10,1090,2,1096,53,1085.5,106627.5625
1,26600,STARFRUIT,5059,2,5058,28,,,5065,28,,,,,5062.0,403.5380859375
1,26700,STARFRUIT,5058,24,,,,,5060,4,5066,24,,,5059.0,402.99462890625
1,26700,ORCHIDS,1081,9,1080,5,1074,47,1088,9,1089,5,1095,47,1084.5,106628.265625
1,26700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,463.0
1,26800,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,463.0
1,26800,ORCHIDS,1079,5,1078,4,1072,48,1086,5,1087,4,1093,48,1082.5,106629.96875
1,26800,STARFRUIT,5064,1,5059,26,,,5065,2,5066,24,,,5064.5,411.376953125
1,26900,AMETHYSTS,9995,30,,,,,9998,1,10005,30,,,9996.5,463.0
1,26900,STARFRUIT,5058,30,,,,,5063,1,5065,30,,,5060.5,412.73828125
1,26900,ORCHIDS,1078,8,1077,2,1071,50,1085,8,1086,2,1092,50,1081.5,106630.171875
1,27000,AMETHYSTS,9996,1,9995,26,,,10004,1,10005,26,,,10000.0,465.0
1,27000,ORCHIDS,1078,10,1077,4,1071,47,1085,10,1086,4,1092,47,1081.5,106629.375
1,27000,STARFRUIT,5059,27,,,,,5064,6,5066,27,,,5061.5,413.615234375
1,27100,STARFRUIT,5059,22,,,,,5064,5,5066,22,,,5061.5,414.0166015625
1,27100,ORCHIDS,1078,9,1077,3,1071,49,1085,9,1086,3,1092,49,1081.5,106629.078125
1,27100,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,465.0
1,27200,AMETHYSTS,9996,2,9995,22,,,10002,5,10004,2,10005,22,9999.0,465.0
1,27200,ORCHIDS,1079,10,1078,5,1072,46,1086,10,1087,5,1093,46,1082.5,106627.78125
1,27200,STARFRUIT,5059,3,5058,24,,,5065,24,,,,,5062.0,411.873046875
1,27300,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,465.0
1,27300,STARFRUIT,5062,3,5057,26,,,5064,26,,,,,5063.0,410.396484375
1,27300,ORCHIDS,1080,10,1079,3,1073,53,1087,10,1088,3,1094,53,1083.5,106625.984375
1,27400,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,465.0
1,27400,ORCHIDS,1079,7,1078,5,1072,45,1086,7,1087,5,1093,45,1082.5,106626.1875
1,27400,STARFRUIT,5058,27,,,,,5065,27,,,,,5061.5,413.80322265625
1,27500,STARFRUIT,5058,26,,,,,5063,7,5065,26,,,5060.5,416.84765625
1,27500,ORCHIDS,1079,10,1078,2,1072,46,1086,10,1087,2,1093,46,1082.5,106625.890625
1,27500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,468.0
1,27600,ORCHIDS,1079,7,1078,2,1072,47,1086,7,1087,2,1093,47,1082.5,106625.09375
1,27600,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,417.2626953125
1,27600,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,468.0
1,27700,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,468.0
1,27700,STARFRUIT,5057,24,,,,,5064,24,,,,,5060.5,418.3876953125
1,27700,ORCHIDS,1079,5,1078,3,1072,47,1086,5,1087,3,1093,47,1082.5,106624.296875
1,27800,ORCHIDS,1078,10,1077,3,1071,51,1085,10,1086,3,1092,51,1081.5,106625.0
1,27800,STARFRUIT,5056,22,,,,,5063,22,,,,,5059.5,419.853515625
1,27800,AMETHYSTS,10002,1,9995,22,,,10005,22,,,,,10003.5,468.0
1,27900,STARFRUIT,5056,22,,,,,5063,22,,,,,5059.5,420.658203125
1,27900,ORCHIDS,1078,10,1077,4,1071,50,1085,10,1086,4,1092,50,1081.5,106624.703125
1,27900,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,470.0
1,28000,ORCHIDS,1079,10,1078,5,1072,54,1086,10,1087,5,1093,54,1082.5,106623.40625
1,28000,STARFRUIT,5056,2,5055,26,,,5058,4,5061,5,5062,2,5057.0,451.1015625
1,28000,AMETHYSTS,9998,8,9996,2,9995,26,10000,4,10004,2,10005,26,9999.0,491.0
1,28100,ORCHIDS,1079,8,1078,5,1072,42,1086,8,1087,5,1093,42,1082.5,106623.109375
1,28100,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,491.0
1,28100,STARFRUIT,5056,23,,,,,5062,1,5063,22,,,5059.0,453.73046875
1,28200,STARFRUIT,5062,1,5056,24,,,5063,24,,,,,5062.5,450.5625
1,28200,AMETHYSTS,9996,1,9995,23,,,9998,1,10004,1,10005,23,9997.0,491.0
1,28200,ORCHIDS,1079,5,1078,2,1072,45,1086,5,1087,2,1093,45,1082.5,106622.3125
1,28300,STARFRUIT,5056,21,,,,,5061,1,5063,21,,,5058.5,453.078125
1,28300,ORCHIDS,1078,6,1077,2,1071,42,1085,6,1086,2,1092,42,1081.5,106622.515625
1,28300,AMETHYSTS,9998,3,9995,21,,,10005,21,,,,,10001.5,493.0
1,28400,ORCHIDS,1079,5,1078,5,1072,40,1086,5,1087,5,1093,40,1082.5,106620.71875
1,28400,STARFRUIT,5056,22,,,,,5061,6,5063,22,,,5058.5,453.953125
1,28400,AMETHYSTS,10002,4,9996,1,9995,21,10004,1,10005,21,,,10003.0,493.0
1,28500,ORCHIDS,1080,7,1079,2,1073,46,1087,7,1088,2,1094,46,1083.5,106618.921875
1,28500,AMETHYSTS,10002,7,9996,1,9995,26,10004,1,10005,26,,,10003.0,501.0
1,28500,STARFRUIT,5056,1,5055,26,,,5062,27,,,,,5059.0,459.0859375
1,28600,STARFRUIT,5055,28,,,,,5056,6,5062,28,,,5055.5,462.578125
1,28600,AMETHYSTS,9995,28,,,,,10002,7,10005,28,,,9998.5,515.0
1,28600,ORCHIDS,1083,10,1082,3,1076,52,1090,10,1091,3,1097,52,1086.5,106615.125
1,28700,STARFRUIT,5055,28,,,,,5062,28,,,,,5058.5,476.732421875
1,28700,ORCHIDS,1084,8,1083,2,1077,49,1091,8,1092,2,1098,49,1087.5,106613.828125
1,28700,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,515.0
1,28800,ORCHIDS,1085,10,1084,5,1078,58,1092,10,1093,5,1099,58,1088.5,106612.53125
1,28800,STARFRUIT,5055,30,,,,,5062,30,,,,,5058.5,476.638671875
1,28800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,515.0
1,28900,ORCHIDS,1086,10,1085,5,1079,45,1093,10,1094,5,1100,45,1089.5,106611.234375
1,28900,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,515.0
1,28900,STARFRUIT,5055,24,,,,,5062,24,,,,,5058.5,477.083984375
1,29000,STARFRUIT,5055,25,,,,,5063,25,,,,,5059.0,475.9150390625
1,29000,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,545.0
1,29000,ORCHIDS,1087,8,1086,2,1080,47,1094,8,1095,2,1101,47,1090.5,106609.4375
1,29100,STARFRUIT,5061,1,5056,5,5055,30,5062,30,,,,,5061.5,477.4326171875
1,29100,ORCHIDS,1092,3,1087,8,1086,2,1094,8,1095,2,1101,49,1093.0,106608.640625
1,29100,AMETHYSTS,10002,1,9995,30,,,10005,30,,,,,10003.5,545.0
1,29200,ORCHIDS,1086,8,1085,5,1079,45,1093,8,1094,5,1100,45,1089.5,106613.84375
1,29200,STARFRUIT,5056,20,,,,,5061,4,5063,20,,,5058.5,477.79296875
1,29200,AMETHYSTS,9995,20,,,,,10002,1,10005,20,,,9998.5,555.0
1,29300,ORCHIDS,1086,10,1085,2,1079,43,1094,10,1095,2,1101,43,1090.0,106612.546875
1,29300,AMETHYSTS,9998,3,9996,2,9995,21,10004,2,10005,21,,,10001.0,555.0
1,29300,STARFRUIT,5057,23,,,,,5063,2,5064,21,,,5060.0,473.603515625
1,29400,STARFRUIT,5062,1,5057,1,5056,24,5063,25,,,,,5062.5,474.69921875
1,29400,AMETHYSTS,9996,1,9995,24,,,10002,8,10004,1,10005,24,9999.0,555.0
1,29400,ORCHIDS,1086,8,1085,4,1079,44,1093,8,1094,4,1100,44,1089.5,106612.25
1,29500,STARFRUIT,5056,23,,,,,5063,23,,,,,5059.5,478.72265625
1,29500,ORCHIDS,1085,6,1084,4,1078,40,1092,6,1093,4,1099,40,1088.5,106612.953125
1,29500,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,555.0
1,29600,ORCHIDS,1086,9,1085,2,1079,52,1093,9,1094,2,1100,52,1089.5,106611.65625
1,29600,STARFRUIT,5055,27,,,,,5062,27,,,,,5058.5,483.29296875
1,29600,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,555.0
1,29700,ORCHIDS,1087,10,1086,3,1080,52,1094,10,1095,3,1101,52,1090.5,106610.359375
1,29700,AMETHYSTS,9998,1,9996,2,9995,29,10004,2,10005,29,,,10001.0,555.0
1,29700,STARFRUIT,5060,1,5055,31,,,5062,31,,,,,5061.0,484.396484375
1,29800,STARFRUIT,5056,5,5055,24,,,5062,24,,,,,5059.0,483.3984375
1,29800,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,555.0
1,29800,ORCHIDS,1088,9,1087,4,1081,43,1095,9,1096,4,1102,43,1091.5,106608.5625
1,29900,STARFRUIT,5058,1,5056,3,5055,25,5062,25,,,,,5060.0,490.3515625
1,29900,AMETHYSTS,10000,2,9998,8,9995,25,10005,25,,,,,10002.5,555.0
1,29900,ORCHIDS,1088,8,1087,5,1081,51,1095,8,1096,5,1102,51,1091.5,106607.765625
1,30000,ORCHIDS,1088,7,1087,2,1081,45,1095,7,1096,2,1102,45,1091.5,106606.96875
1,30000,STARFRUIT,5059,2,5056,26,,,5061,2,5063,26,,,5060.0,487.109375
1,30000,AMETHYSTS,10000,2,9995,26,,,10005,26,,,,,10002.5,555.0
1,30100,AMETHYSTS,9995,28,,,,,10002,10,10005,28,,,9998.5,555.0
1,30100,ORCHIDS,1087,7,1086,2,1080,51,1094,7,1095,2,1101,51,1090.5,106607.171875
1,30100,STARFRUIT,5056,28,,,,,5057,3,5063,28,,,5056.5,486.09375
1,30200,STARFRUIT,5057,2,5056,24,,,5063,2,5064,24,,,5060.0,492.087890625
1,30200,AMETHYSTS,9998,3,9996,2,9995,24,10004,2,10005,24,,,10001.0,558.0
1,30200,ORCHIDS,1087,9,1086,3,1080,50,1094,9,1095,3,1101,50,1090.5,106606.375
1,30300,STARFRUIT,5057,23,,,,,5062,5,5064,23,,,5059.5,490.24609375
1,30300,AMETHYSTS,10002,1,9998,10,9995,23,10005,23,,,,,10003.5,558.0
1,30300,ORCHIDS,1087,6,1086,3,1080,39,1094,6,1095,3,1101,39,1090.5,106605.578125
1,30400,ORCHIDS,1087,8,1086,2,1080,44,1094,8,1095,2,1101,44,1090.5,106604.78125
1,30400,STARFRUIT,5057,26,,,,,5064,26,,,,,5060.5,489.673828125
1,30400,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,560.0
1,30500,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,560.0
1,30500,ORCHIDS,1087,6,1086,3,1080,40,1095,6,1096,3,1102,40,1091.0,106603.484375
1,30500,STARFRUIT,5057,21,,,,,5064,21,,,,,5060.5,488.4921875
1,30600,STARFRUIT,5060,3,5057,26,,,5064,26,,,,,5062.0,488.0078125
1,30600,AMETHYSTS,10000,3,9998,8,9996,1,10004,1,10005,25,,,10002.0,560.0
1,30600,ORCHIDS,1089,7,1088,2,1082,51,1096,7,1097,2,1103,51,1092.5,106600.6875
1,30700,STARFRUIT,5057,24,,,,,5064,24,,,,,5060.5,488.86328125
1,30700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,560.0
1,30700,ORCHIDS,1089,6,1088,2,1082,42,1097,6,1098,2,1104,42,1093.0,106599.390625
1,30800,ORCHIDS,1089,5,1088,2,1082,49,1097,5,1098,2,1104,49,1093.0,106598.09375
1,30800,STARFRUIT,5057,31,,,,,5064,31,,,,,5060.5,490.4375
1,30800,AMETHYSTS,10002,11,9996,2,9995,29,10004,2,10005,29,,,10003.0,560.0
1,30900,AMETHYSTS,10002,1,9998,9,9996,1,10004,1,10005,24,,,10003.0,582.0
1,30900,ORCHIDS,1091,7,1090,3,1084,41,1098,7,1099,3,1105,41,1094.5,106595.296875
1,30900,STARFRUIT,5063,1,5058,3,5057,25,5064,25,,,,,5063.5,488.255859375
1,31000,STARFRUIT,5064,1,5058,31,,,5065,31,,,,,5064.5,484.1953125
1,31000,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,584.0
1,31000,ORCHIDS,1091,10,1090,2,1084,51,1098,10,1099,2,1105,51,1094.5,106595.0
1,31100,STARFRUIT,5058,28,,,,,5065,28,,,,,5061.5,486.14453125
1,31100,AMETHYSTS,9996,2,9995,26,,,10002,7,10004,2,10005,26,9999.0,584.0
1,31100,ORCHIDS,1090,6,1089,5,1083,48,1097,6,1098,5,1104,48,1093.5,106595.203125
1,31200,ORCHIDS,1089,9,1088,4,1082,46,1093,7,1096,9,1097,4,1091.0,106595.90625
1,31200,STARFRUIT,5058,26,,,,,5065,26,,,,,5061.5,485.8359375
1,31200,AMETHYSTS,9995,26,,,,,10002,4,10005,26,,,9998.5,584.0
1,31300,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,584.0
1,31300,ORCHIDS,1088,8,1087,2,1081,47,1095,8,1096,2,1102,47,1091.5,106596.109375
1,31300,STARFRUIT,5064,1,5058,26,,,5066,26,,,,,5065.0,482.8671875
1,31400,STARFRUIT,5059,1,5058,23,,,5065,24,,,,,5062.0,485.87890625
1,31400,AMETHYSTS,9996,1,9995,23,,,10002,6,10004,1,10005,23,9999.0,584.0
1,31400,ORCHIDS,1087,6,1086,5,1080,45,1094,6,1095,5,1101,45,1090.5,106596.8125
1,31500,STARFRUIT,5059,27,,,,,5065,1,5066,26,,,5062.0,484.23046875
1,31500,AMETHYSTS,9996,1,9995,26,,,10004,1,10005,26,,,10000.0,584.0
1,31500,ORCHIDS,1087,6,1086,2,1080,44,1094,6,1095,2,1101,44,1090.5,106596.515625
1,31600,ORCHIDS,1087,6,1086,4,1080,36,1094,6,1095,4,1101,36,1090.5,106595.71875
1,31600,STARFRUIT,5060,4,5059,20,,,5066,20,,,,,5063.0,480.5703125
1,31600,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,584.0
1,31700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,584.0
1,31700,ORCHIDS,1088,10,1087,2,1081,47,1095,10,1096,2,1102,47,1091.5,106594.421875
1,31700,STARFRUIT,5059,20,,,,,5064,2,5066,20,,,5061.5,483.55859375
1,31800,STARFRUIT,5059,30,,,,,5066,30,,,,,5062.5,479.1640625
1,31800,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,584.0
1,31800,ORCHIDS,1086,7,1085,4,1079,52,1093,7,1094,4,1100,52,1089.5,106596.125
1,31900,STARFRUIT,5060,6,5059,27,,,5066,27,,,,,5063.0,481.69921875
1,31900,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,584.0
1,31900,ORCHIDS,1087,9,1086,3,1080,56,1094,9,1095,3,1101,56,1090.5,106594.328125
1,32000,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,584.0
1,32000,ORCHIDS,1086,8,1085,4,1079,53,1093,8,1094,4,1100,53,1089.5,106594.53125
1,32000,STARFRUIT,5059,29,,,,,5061,4,5066,29,,,5060.0,479.01171875
1,32100,ORCHIDS,1085,8,1084,4,1078,43,1092,8,1093,4,1099,43,1088.5,106594.734375
1,32100,STARFRUIT,5059,20,,,,,5066,20,,,,,5062.5,487.25390625
1,32100,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,584.0
1,32200,STARFRUIT,5059,22,,,,,5062,4,5064,2,5066,22,5060.5,486.15234375
