"timestamp","ORCHIDS","TRANSPORT_FEES","EXPORT_TARIFF","IMPORT_TARIFF","SUNLIGHT","HUMIDITY","DAY"
620000,1199.75,1.2,9.5,-2.6,3728.7336,81.010414,-1
620100,1199.25,1.2,9.5,-2.6,3727.5054,81.000496,-1
620200,1198.75,1.2,9.5,-2.6,3726.2742,80.990585,-1
620300,1198.25,1.2,9.5,-2.6,3725.04,80.98067,-1
620400,1198.25,1.2,9.5,-2.6,3723.8035,80.97075,-1
620500,1199.25,1.2,9.5,-2.6,3722.564,80.96084,-1
620600,1197.75,1.2,9.5,-2.6,3721.322,80.95092,-1
620700,1197.75,1.2,9.5,-2.6,3720.0771,80.941,-1
620800,1198,1.2,9.5,-2.6,3718.8298,80.93108,-1
620900,1197.75,1.2,9.5,-2.6,3717.5798,80.921165,-1
621000,1198.25,1.2,9.5,-2.6,3716.3271,80.911255,-1
621100,1199.75,1.2,9.5,-2.6,3715.0718,80.90134,-1
621200,1199.75,1.2,9.5,-2.6,3713.8137,80.89142,-1
621300,1199.75,1.2,9.5,-2.6,3712.5532,80.8815,-1
621400,1200.25,1.2,9.5,-2.6,3711.2903,80.87158,-1
621500,1199.75,1.2,9.5,-2.6,3710.0247,80.861664,-1
621600,1199.25,1.2,9.5,-2.6,3708.7563,80.851746,-1
621700,1199.75,1.2,9.5,-2.6,3707.4856,80.84183,-1
621800,1199.25,1.2,9.5,-2.6,3706.2124,80.83191,-1
621900,1199.5,1.2,9.5,-2.6,3704.9365,80.82199,-1
622000,1199.75,1.2,9.5,-2.6,3703.6582,80.812065,-1
622100,1198.25,1.2,9.5,-2.6,3702.3774,80.80215,-1
622200,1199.75,1.2,9.5,-2.4,3701.0942,80.79223,-1
622300,1199.75,1.2,10.5,-2.4,3699.8086,80.78231,-1
622400,1199.5,1.2,10.5,-2.4,3698.5205,80.77239,-1
622500,1199.5,1.2,10.5,-2.4,3697.23,80.76247,-1
622600,1199.5,1.2,10.5,-2.4,3695.937,80.75255,-1
622700,1200.25,1.2,10.5,-2.4,3694.6416,80.74262,-1
622800,1201.25,1.2,10.5,-2.4,3693.344,80.732704,-1
622900,1201.25,1.2,10.5,-2.4,3692.044,80.722786,-1
623000,1201.75,1.2,10.5,-2.4,3690.7415,80.71286,-1
623100,1202.25,1.2,10.5,-2.4,3689.4365,80.702934,-1
623200,1203.25,1.2,10.5,-2.4,3688.1296,80.693016,-1
623300,1203.75,1.2,10.5,-2.4,3686.82,80.68309,-1
623400,1204.75,1.2,10.5,-2.4,3685.5083,80.673164,-1
623500,1203.75,1.2,10.5,-2.4,3684.1943,80.663246,-1
623600,1204.25,1.2,10.5,-2.4,3682.8782,80.65332,-1
623700,1204.25,1.2,10.5,-2.4,3681.5596,80.643394,-1
623800,1203.75,1.2,10.5,-2.4,3680.239,80.63347,-1
623900,1203.75,1.2,10.5,-2.4,3678.916,80.62354,-1
624000,1204.25,1.2,10.5,-2.4,3677.5908,80.61362,-1
624100,1205.25,1.2,10.5,-2.4,3676.2634,80.60369,-1
624200,1205,1.2,10.5,-2.4,3674.9338,80.593765,-1
624300,1205.75,1.2,10.5,-2.4,3673.602,80.58384,-1
624400,1207.25,1.2,10.5,-2.4,3672.2683,80.57391,-1
624500,1207,1.2,10.5,-2.4,3670.9321,80.56399,-1
624600,1206.25,1.2,10.5,-2.4,3669.594,80.554054,-1
624700,1206.25,1.2,10.5,-2.4,3668.2537,80.54413,-1
624800,1207.75,1.2,10.5,-2.4,3666.9114,80.534195,-1
624900,1208,1.2,10.5,-2.4,3665.567,80.52427,-1
625000,1208.75,1.2,10.5,-2.4,3664.2205,80.514336,-1
625100,1209,1.2,10.5,-2.4,3662.8718,80.50441,-1
625200,1209,1.2,10.5,-2.4,3661.5212,80.49448,-1
625300,1210.25,1.2,10.5,-2.4,3660.1687,80.48454,-1
625400,1210.25,1.2,10.5,-2.4,3658.814,80.47462,-1
625500,1210.25,1.2,10.5,-2.4,3657.4573,80.46468,-1
625600,1210.75,1.2,10.5,-2.4,3656.0986,80.45475,-1
625700,1209.75,1.2,10.5,-2.4,3654.738,80.44482,-1
625800,1209.25,1.2,10.5,-2.4,3653.3755,80.43488,-1
625900,1208.25,1.2,10.5,-2.4,3652.011,80.42495,-1
626000,1206.75,1.2,10.5,-2.4,3650.6445,80.415016,-1
626100,1206.75,1.2,10.5,-2.4,3649.2764,80.405075,-1
626200,1207.25,1.2,10.5,-2.4,3647.906,80.39514,-1
626300,1207.25,1.2,10.5,-2.4,3646.534,80.38521,-1
626400,1209.25,1.2,10.5,-2.4,3645.16,80.37527,-1
626500,1210.75,1.2,10.5,-2.4,3643.784,80.36533,-1
626600,1210.75,1.1,10.5,-2.4,3642.4062,80.35539,-1
626700,1212.25,1.1,10.5,-2.4,3641.0269,80.34545,-1
626800,1212.25,1.1,10.5,-2.4,3639.6455,80.33552,-1
626900,1213.25,1.1,10.5,-2.4,3638.2625,80.32558,-1
627000,1210.75,1.1,10.5,-2.4,3636.8774,80.315636,-1
627100,1210.25,1.1,10.5,-2.4,3635.4907,80.305695,-1
627200,1208.75,1.1,10.5,-2.4,3634.1023,80.29575,-1
627300,1209,1.1,10.5,-2.4,3632.7122,80.28581,-1
627400,1207.75,1.1,10.5,-2.4,3631.32,80.27586,-1
627500,1209.25,1.1,10.5,-2.4,3629.9265,80.26592,-1
627600,1210.25,1.1,10.5,-2.4,3628.5312,80.25598,-1
627700,1209.75,1.1,10.5,-2.4,3627.134,80.24603,-1
627800,1209.25,1.1,10.5,-2.4,3625.7354,80.23609,-1
627900,1209,1.1,10.5,-2.4,3624.335,80.22614,-1
628000,1206.75,1.1,10.5,-2.4,3622.933,80.216194,-1
628100,1205.75,1.1,10.5,-2.4,3621.5295,80.20625,-1
628200,1205.75,1.1,10.5,-2.4,3620.1243,80.196304,-1
628300,1206.75,1.1,10.5,-2.4,3618.7173,80.186356,-1
628400,1207.25,1.1,10.5,-2.4,3617.3088,80.17641,-1
628500,1208.75,1.1,10.5,-2.4,3615.899,80.16645,-1
628600,1208.75,1.1,10.5,-2.4,3614.4873,80.1565,-1
628700,1206.75,1.1,10.5,-2.4,3613.0742,80.14655,-1
628800,1206.5,1.1,10.5,-2.4,3611.6594,80.1366,-1
628900,1205.75,1.1,10.5,-2.4,3610.2434,80.12665,-1
629000,1204.75,1.1,10.5,-2.4,3608.8257,80.11669,-1
629100,1205.75,1.1,10.5,-2.4,3607.4065,80.106735,-1
629200,1206.25,1.1,10.5,-2.4,3605.9858,80.09679,-1
629300,1205.25,1.1,10.5,-2.4,3604.5637,80.08683,-1
629400,1204.75,1.1,10.5,-2.4,3603.1404,80.07687,-1
629500,1203.75,1.1,10.5,-2.4,3601.7153,80.06692,-1
629600,1203.5,1.1,10.5,-2.4,3600.2888,80.05695,-1
629700,1202.75,1.1,10.5,-2.4,3598.861,80.047,-1
629800,1203.75,1.1,10.5,-2.4,3597.432,80.03704,-1
629900,1205.25,1.1,10.5,-2.4,3596.0015,80.02708,-1
630000,1206.25,1.1,10.5,-2.4,3594.5696,80.01711,-1
630100,1206.25,1.1,10.5,-2.4,3593.1362,80.00716,-1
630200,1206.25,1.1,10.5,-2.4,3591.7017,79.99719,-1
630300,1206.25,1.1,10.5,-2.4,3590.2656,79.98723,-1
630400,1205.75,1.1,10.5,-2.4,3588.8286,79.977264,-1
630500,1206.25,1.1,10.5,-2.4,3587.39,79.9673,-1
630600,1206.25,1.1,10.5,-2.4,3585.9502,79.95734,-1
630700,1203.25,1.1,10.5,-2.4,3584.509,79.947365,-1
630800,1203,1.1,10.5,-2.4,3583.067,79.9374,-1
630900,1201.25,1.1,10.5,-2.4,3581.6233,79.92743,-1
631000,1201,1.1,10.5,-2.4,3580.1785,79.91746,-1
631100,1199.25,1.1,10.5,-2.4,3578.7327,79.90749,-1
631200,1200.75,1.1,10.5,-2.4,3577.2854,79.89752,-1
631300,1201.25,1.1,10.5,-2.4,3575.8372,79.88755,-1
631400,1200.25,1.1,10.5,-2.4,3574.3877,79.87757,-1
631500,1201.25,1.1,10.5,-2.4,3572.937,79.8676,-1
631600,1199.75,1.1,10.5,-2.4,3571.4854,79.85763,-1
631700,1198.75,1.1,10.5,-2.4,3570.0325,79.84765,-1
631800,1199.75,1.1,10.5,-2.4,3568.5784,79.83768,-1
631900,1201.75,1.1,10.5,-2.4,3567.1233,79.8277,-1
632000,1201.25,1.1,10.5,-2.4,3565.6672,79.81772,-1
632100,1199.75,1.1,10.5,-2.4,3564.21,79.80774,-1
632200,1199.25,1.1,10.5,-2.4,3562.7517,79.79776,-1
632300,1200.25,1.1,10.5,-2.4,3561.2925,79.78778,-1
632400,1199.25,1.1,10.5,-2.4,3559.832,79.777794,-1
632500,1199,1.1,10.5,-2.4,3558.3706,79.767815,-1
632600,1199.25,1.1,10.5,-2.4,3556.9084,79.75783,-1
632700,1197.75,1.1,10.5,-2.4,3555.445,79.74784,-1
632800,1197.25,1.1,10.5,-2.4,3553.9807,79.73786,-1
632900,1195.75,1.1,10.5,-2.4,3552.5156,79.727875,-1
633000,1195.75,1.1,10.5,-2.4,3551.0493,79.71788,-1
633100,1197.25,1.1,10.5,-2.4,3549.5823,79.70789,-1
633200,1198.25,1.1,10.5,-2.4,3548.1143,79.69791,-1
633300,1196.75,1.1,10.5,-2.4,3546.6455,79.68791,-1
633400,1195.25,1.1,10.5,-2.4,3545.1758,79.677925,-1
633500,1195.25,1.1,10.5,-2.4,3543.705,79.66793,-1
633600,1195.25,1.1,10.5,-2.4,3542.2336,79.657936,-1
633700,1195.25,1.1,10.5,-2.4,3540.7612,79.64794,-1
633800,1197.25,1.1,10.5,-2.4,3539.288,79.63795,-1
633900,1196.75,1.1,10.5,-2.4,3537.8142,79.627945,-1
634000,1195.75,1.1,10.5,-2.4,3536.3394,79.61795,-1
634100,1195.75,1.1,10.5,-2.4,3534.864,79.60795,-1
634200,1196.25,1.1,10.5,-2.4,3533.3877,79.59795,-1
634300,1196.25,1.1,10.5,-2.4,3531.9106,79.58795,-1
634400,1196.25,1.1,10.5,-2.4,3530.4329,79.57795,-1
634500,1195.25,1.1,10.5,-2.4,3528.9543,79.56794,-1
634600,1195.25,1.1,10.5,-2.4,3527.475,79.55794,-1
634700,1193.75,1.1,10.5,-2.4,3525.995,79.547935,-1
634800,1192.75,1.1,10.5,-2.4,3524.5146,79.537926,-1
634900,1192.5,1.1,10.5,-2.4,3523.0334,79.527916,-1
635000,1190.75,1.1,10.5,-2.4,3521.5515,79.51791,-1
635100,1189.75,1.1,10.5,-2.4,3520.0688,79.5079,-1
635200,1189.75,1.1,10.5,-2.4,3518.5857,79.49789,-1
635300,1190.25,1.1,10.5,-2.4,3517.102,79.48788,-1
635400,1191.25,1.1,10.5,-2.4,3515.6177,79.47786,-1
635500,1192.75,1.1,10.5,-2.4,3514.1326,79.46785,-1
635600,1192.25,1.1,10.5,-2.4,3512.647,79.45783,-1
635700,1192.5,1.1,10.5,-2.4,3511.161,79.447815,-1
635800,1191.25,1.1,10.5,-2.4,3509.6743,79.4378,-1
635900,1192.75,1.1,10.5,-2.4,3508.1873,79.42777,-1
636000,1191.75,1.1,10.5,-2.4,3506.6997,79.417755,-1
636100,1192.75,1.1,10.5,-2.4,3505.2114,79.40773,-1
636200,1193.75,1.1,10.5,-2.4,3503.723,79.39771,-1
636300,1194.75,1.1,10.5,-2.4,3502.2336,79.38769,-1
636400,1195.75,1.1,10.5,-2.4,3500.7441,79.37766,-1
636500,1193.75,1.1,10.5,-2.4,3499.2542,79.36764,-1
636600,1193.75,1.1,10.5,-2.4,3497.7637,79.357605,-1
636700,1195.25,1.1,10.5,-2.4,3496.273,79.34758,-1
636800,1195.25,1.1,10.5,-2.4,3494.7817,79.33755,-1
636900,1195.5,1.1,10.5,-2.4,3493.29,79.327515,-1
637000,1194.75,1.1,10.5,-2.4,3491.798,79.31748,-1
637100,1196.25,1.1,10.5,-2.4,3490.3057,79.30745,-1
637200,1195.25,1.1,10.5,-2.4,3488.813,79.29742,-1
637300,1195.75,1.1,10.5,-2.4,3487.32,79.28738,-1
637400,1195.75,1.1,10.5,-2.4,3485.8267,79.277336,-1
637500,1196.25,1.1,10.5,-2.4,3484.333,79.267296,-1
637600,1198.25,1.1,10.5,-2.4,3482.839,79.257256,-1
637700,1198.25,1.1,10.5,-2.4,3481.345,79.247215,-1
637800,1199.75,1.1,10.5,-2.4,3479.8506,79.237175,-1
637900,1199.25,1.1,10.5,-2.4,3478.356,79.22713,-1
638000,1198.25,1.1,10.5,-2.4,3476.8608,79.21709,-1
638100,1197.75,1.1,10.5,-2.4,3475.3657,79.20704,-1
638200,1197.25,1.1,10.5,-2.4,3473.8706,79.19699,-1
638300,1197.25,1.1,10.5,-2.4,3472.375,79.186935,-1
638400,1196.25,1.1,10.5,-2.4,3470.8794,79.17689,-1
638500,1194.25,1.1,10.5,-2.4,3469.3835,79.16683,-1
638600,1194.25,1.1,10.5,-2.4,3467.8875,79.15678,-1
638700,1192.75,1.1,10.5,-2.4,3466.3914,79.14673,-1
638800,1191.75,1.1,10.5,-2.4,3464.8953,79.136665,-1
638900,1192,1.1,10.5,-2.4,3463.399,79.12661,-1
639000,1192.75,1.1,10.5,-2.6,3461.9026,79.116554,-1
639100,1191.25,1.1,10.5,-2.6,3460.406,79.10649,-1
639200,1190.75,1.1,10.5,-2.6,3458.9094,79.09643,-1
639300,1190.75,1.1,10.5,-2.6,3457.4128,79.086365,-1
639400,1191.75,1.1,10.5,-2.6,3455.9163,79.0763,-1
639500,1191.5,1.1,10.5,-2.6,3454.4197,79.06623,-1
639600,1191.5,1.1,10.5,-2.6,3452.923,79.05617,-1
639700,1190.25,1.1,10.5,-2.6,3451.4265,79.0461,-1
639800,1190.25,1.1,10.5,-2.6,3449.93,79.036026,-1
639900,1190,1.1,10.5,-2.6,3448.4333,79.025955,-1
640000,1190,1.1,10.5,-2.6,3446.9368,79.01588,-1
640100,1188.75,1.1,10.5,-2.6,3445.4404,79.005806,-1
640200,1189.75,1.1,10.5,-2.6,3443.944,78.99573,-1
640300,1190,1.1,10.5,-2.6,3442.4478,78.98565,-1
640400,1190.75,1.1,10.5,-2.6,3440.9517,78.97557,-1
640500,1191.75,1.1,10.5,-2.6,3439.4558,78.965485,-1
640600,1192.25,1.1,10.5,-2.6,3437.96,78.95541,-1
640700,1192.25,1.1,10.5,-2.6,3436.464,78.94532,-1
640800,1191.25,1.1,10.5,-2.6,3434.9685,78.935234,-1
640900,1191.25,1.1,10.5,-2.6,3433.4734,78.92515,-1
641000,1191,1.1,10.5,-2.6,3431.978,78.91506,-1
641100,1191.75,1.1,10.5,-2.6,3430.4832,78.90497,-1
641200,1190.75,1.1,9.5,-2.6,3428.9885,78.89488,-1
641300,1191,1.1,9.5,-2.6,3427.494,78.88479,-1
641400,1191.25,1.1,9.5,-2.6,3425.9998,78.87469,-1
641500,1191.5,1.1,9.5,-2.6,3424.5059,78.86459,-1
641600,1190.25,1.1,9.5,-2.6,3423.0122,78.8545,-1
641700,1190.25,1.1,9.5,-2.6,3421.5188,78.8444,-1
641800,1190.5,1.1,9.5,-2.6,3420.0256,78.8343,-1
641900,1191.25,1.1,9.5,-2.6,3418.533,78.824196,-1
642000,1190.75,1.1,9.5,-2.6,3417.0405,78.81409,-1
642100,1191.75,1.1,9.5,-2.6,3415.5486,78.803986,-1
642200,1190.25,1.1,9.5,-2.6,3414.057,78.79388,-1
642300,1189.75,1.1,9.5,-2.6,3412.5654,78.78377,-1
642400,1189.75,1.1,9.5,-2.6,3411.0747,78.77366,-1
642500,1190.25,1.1,9.5,-2.6,3409.584,78.76354,-1
642600,1192.75,1.1,9.5,-2.6,3408.094,78.75343,-1
642700,1192.5,1.1,9.5,-2.6,3406.6045,78.74332,-1
642800,1192.5,1.1,9.5,-2.6,3405.1152,78.7332,-1
642900,1192.5,1.1,9.5,-2.6,3403.6265,78.723076,-1
643000,1193.25,1.1,9.5,-2.6,3402.1382,78.71296,-1
643100,1192.75,1.1,9.5,-2.6,3400.6504,78.702835,-1
643200,1192.75,1.1,9.5,-2.6,3399.1633,78.69271,-1
643300,1193,1.1,9.5,-2.6,3397.6765,78.68259,-1
643400,1192.75,1.1,9.5,-2.6,3396.1904,78.67246,-1
643500,1192.75,1.1,9.5,-2.6,3394.7048,78.66233,-1
643600,1192.75,1.1,9.5,-2.6,3393.2197,78.6522,-1
643700,1192.75,1.1,9.5,-2.6,3391.735,78.64207,-1
643800,1192.5,1.1,9.5,-2.6,3390.2512,78.631935,-1
643900,1190.25,1.1,9.5,-2.6,3388.768,78.621796,-1
644000,1189.75,1.1,9.5,-2.6,3387.2854,78.61166,-1
644100,1190.25,1.1,9.5,-2.6,3385.8035,78.60152,-1
644200,1191.25,1.1,9.5,-2.6,3384.322,78.59138,-1
644300,1192.25,1.1,9.5,-2.6,3382.8413,78.58124,-1
644400,1192.25,1.1,9.5,-2.6,3381.3613,78.57109,-1
644500,1192.25,1.1,9.5,-2.6,3379.8818,78.56094,-1
644600,1193.25,1.1,9.5,-2.6,3378.4033,78.5508,-1
644700,1191.25,1.1,9.5,-2.6,3376.9253,78.54065,-1
644800,1191.25,1.1,9.5,-2.6,3375.4482,78.530495,-1
644900,1189.75,1.1,9.5,-2.6,3373.972,78.52034,-1
645000,1188.75,1.1,9.5,-2.6,3372.496,78.510185,-1
645100,1189,1.1,9.5,-2.6,3371.0212,78.50003,-1
645200,1187.75,1.1,9.5,-2.6,3369.547,78.489876,-1
645300,1186.75,1.1,9.5,-2.6,3368.074,78.47971,-1
645400,1187.75,1.1,9.5,-2.6,3366.6016,78.46955,-1
645500,1189.25,1.1,9.5,-2.6,3365.13,78.45939,-1
645600,1190.25,1.1,9.5,-2.6,3363.6592,78.44922,-1
645700,1190.25,1.1,9.5,-2.6,3362.1892,78.43905,-1
645800,1190.25,1.1,9.5,-2.6,3360.7202,78.42888,-1
645900,1189.25,1.1,9.5,-2.6,3359.252,78.41871,-1
646000,1190.25,1.1,9.5,-2.6,3357.7847,78.40854,-1
646100,1190,1.1,9.5,-2.6,3356.3184,78.39836,-1
646200,1188.75,1.1,9.5,-2.6,3354.853,78.38818,-1
646300,1186.25,1.1,9.5,-2.6,3353.3887,78.378006,-1
646400,1186.75,1.1,9.5,-2.6,3351.925,78.36783,-1
646500,1185.75,1.1,9.5,-2.6,3350.4626,78.35764,-1
646600,1185.75,1.1,9.5,-2.6,3349.001,78.34746,-1
646700,1184.75,1.1,9.5,-2.6,3347.5405,78.33727,-1
646800,1186.25,1.1,9.5,-2.6,3346.081,78.32708,-1
646900,1186.5,1.1,9.5,-2.6,3344.6226,78.316895,-1
647000,1185.25,1.1,9.5,-2.6,3343.1653,78.3067,-1
647100,1183.75,1.1,9.5,-2.6,3341.709,78.29651,-1
647200,1184.25,1.1,9.5,-2.6,3340.2537,78.28631,-1
647300,1184.5,1.1,9.5,-2.6,3338.7993,78.27611,-1
647400,1184.25,1.1,9.5,-2.6,3337.3464,78.26591,-1
647500,1183.75,1.1,9.5,-2.6,3335.8943,78.25571,-1
647600,1182.25,1.1,9.5,-2.6,3334.4436,78.24551,-1
647700,1182.75,1.1,9.5,-2.6,3332.994,78.2353,-1
647800,1184.25,1.1,9.5,-2.6,3331.5454,78.22509,-1
647900,1183.75,1.1,9.5,-2.6,3330.098,78.21488,-1
648000,1183.25,1.1,9.5,-2.6,3328.6519,78.204666,-1
648100,1181.75,1.1,9.5,-2.6,3327.2068,78.19446,-1
648200,1181.75,1.1,9.5,-2.6,3325.7632,78.18424,-1
648300,1182.75,1.1,9.5,-2.6,3324.3206,78.17402,-1
648400,1183.25,1.1,9.5,-2.6,3322.8794,78.1638,-1
648500,1183,1.1,9.5,-2.6,3321.4395,78.15358,-1
648600,1183.25,1.1,9.5,-2.6,3320.0005,78.14336,-1
648700,1183.25,1.1,9.5,-2.6,3318.5632,78.133125,-1
648800,1181.75,1.1,9.5,-2.6,3317.127,78.1229,-1
648900,1182.75,1.1,9.5,-2.6,3315.6921,78.11267,-1
649000,1181.75,1.1,9.5,-2.6,3314.2588,78.10244,-1
649100,1180.75,1.1,9.5,-2.6,3312.8264,78.0922,-1
649200,1180.25,1.1,9.5,-2.6,3311.3958,78.08197,-1
649300,1181.75,1.1,9.5,-2.6,3309.9663,78.07173,-1
649400,1180.25,1.1,9.5,-2.6,3308.5383,78.061485,-1
649500,1179.75,1.1,9.5,-2.6,3307.1116,78.05125,-1
649600,1178.25,1.1,9.5,-2.6,3305.6865,78.041,-1
649700,1179.25,1.1,9.5,-2.6,3304.2627,78.030754,-1
649800,1178.25,1.1,9.5,-2.6,3302.8403,78.02051,-1
649900,1178.25,1.1,9.5,-2.6,3301.4194,78.010254,-1
650000,1178.25,1.1,9.5,-2.6,3300,78,-1
650100,1179.75,1.1,9.5,-2.6,3298.582,77.989746,-1
650200,1180,1.1,9.5,-2.6,3297.1655,77.979485,-1
650300,1178.25,1.1,9.5,-2.6,3295.7507,77.96923,-1
650400,1180.25,1.1,9.5,-2.6,3294.3372,77.95897,-1
650500,1178.75,1.1,9.5,-2.6,3292.9253,77.94871,-1
650600,1178.75,1.1,9.5,-2.6,3291.515,77.93844,-1
650700,1177.75,1.1,9.5,-2.6,3290.106,77.92818,-1
650800,1177.25,1.1,9.5,-2.6,3288.6987,77.91791,-1
650900,1177.75,1.1,9.5,-2.6,3287.2927,77.90764,-1
651000,1178.75,1.1,9.5,-2.6,3285.8884,77.89737,-1
651100,1179.25,1.1,9.5,-2.6,3284.4858,77.8871,-1
651200,1179.25,1.1,9.5,-2.6,3283.0847,77.87683,-1
651300,1179.75,1.1,9.5,-2.6,3281.685,77.866554,-1
651400,1180.75,1.1,9.5,-2.6,3280.2869,77.856285,-1
651500,1179.75,1.1,9.5,-2.6,3278.8904,77.84601,-1
651600,1180.25,1.1,9.5,-2.6,3277.4954,77.83574,-1
651700,1180.25,1.1,9.5,-2.6,3276.102,77.82546,-1
651800,1180,1.1,9.5,-2.6,3274.7104,77.815186,-1
651900,1179.25,1.1,9.5,-2.6,3273.32,77.80492,-1
652000,1179.5,1.1,9.5,-2.6,3271.9316,77.79464,-1
652100,1180.25,1.1,9.5,-2.6,3270.5447,77.78436,-1
652200,1179.25,1.1,9.5,-2.6,3269.1592,77.77409,-1
652300,1180.25,1.1,9.5,-2.6,3267.7756,77.76382,-1
652400,1181.75,1.1,9.5,-2.6,3266.3936,77.75355,-1
652500,1180.25,1.1,9.5,-2.6,3265.013,77.74327,-1
652600,1180.75,1.1,9.5,-2.6,3263.634,77.733,-1
652700,1180.75,1.1,9.5,-2.6,3262.2568,77.72273,-1
652800,1179.75,1.1,9.5,-2.6,3260.8813,77.71246,-1
652900,1179.75,1.1,9.5,-2.6,3259.5073,77.702194,-1
653000,1179.25,1.1,9.5,-2.6,3258.1353,77.691925,-1
653100,1179.25,1.1,9.5,-2.6,3256.7646,77.68166,-1
653200,1178.25,1.1,9.5,-2.6,3255.3958,77.671394,-1
653300,1178.25,1.1,9.5,-2.6,3254.0283,77.66113,-1
653400,1179.25,1.1,9.5,-2.6,3252.6628,77.65087,-1
653500,1178.75,1.1,9.5,-2.6,3251.2988,77.64061,-1
653600,1178.25,1.1,9.5,-2.6,3249.9368,77.630356,-1
653700,1175.75,1.1,9.5,-2.6,3248.5762,77.6201,-1
653800,1175.75,1.1,9.5,-2.6,3247.2175,77.60985,-1
653900,1176.75,1.1,9.5,-2.6,3245.8604,77.599594,-1
654000,1177.75,1.1,9.5,-2.6,3244.5051,77.58935,-1
654100,1178.25,1.1,9.5,-2.6,3243.1514,77.5791,-1
654200,1177.75,1.1,9.5,-2.6,3241.7996,77.568855,-1
654300,1179.75,1.1,9.5,-2.6,3240.4495,77.55862,-1
654400,1179.75,1.2,9.5,-2.6,3239.101,77.54838,-1
654500,1181.25,1.2,9.5,-2.6,3237.7544,77.53814,-1
654600,1182.25,1.2,9.5,-2.6,3236.4094,77.52791,-1
654700,1182.5,1.2,9.5,-2.6,3235.0662,77.51768,-1
654800,1181.75,1.2,9.5,-2.6,3233.7249,77.507454,-1
654900,1181.75,1.2,9.5,-2.6,3232.3853,77.49723,-1
655000,1181.75,1.2,9.5,-2.6,3231.0474,77.48701,-1
655100,1180.75,1.2,9.5,-2.6,3229.7112,77.47679,-1
655200,1181.25,1.2,9.5,-2.6,3228.377,77.46658,-1
655300,1182.25,1.2,9.5,-2.6,3227.0444,77.456375,-1
655400,1182.25,1.2,9.5,-2.6,3225.7139,77.44617,-1
655500,1180.75,1.2,9.5,-2.6,3224.385,77.43597,-1
655600,1182.75,1.2,9.5,-2.6,3223.0579,77.42577,-1
655700,1182.25,1.2,9.5,-2.6,3221.7327,77.41558,-1
655800,1182,1.2,9.5,-2.6,3220.4092,77.405396,-1
655900,1181.25,1.2,9.5,-2.6,3219.0876,77.39521,-1
656000,1181.5,1.2,9.5,-2.6,3217.7678,77.38503,-1
656100,1181.25,1.2,9.5,-2.6,3216.45,77.37486,-1
656200,1180.25,1.2,9.5,-2.6,3215.1338,77.36469,-1
656300,1179.75,1.2,9.5,-2.6,3213.8196,77.35453,-1
656400,1179.25,1.2,9.5,-2.6,3212.5073,77.344376,-1
656500,1178.75,1.2,9.5,-2.6,3211.1968,77.33422,-1
656600,1178.5,1.2,9.5,-2.6,3209.8882,77.32407,-1
656700,1179.75,1.2,9.5,-2.6,3208.5815,77.31393,-1
656800,1179.5,1.2,9.5,-2.6,3207.2766,77.303795,-1
656900,1179.5,1.2,9.5,-2.6,3205.9736,77.29366,-1
657000,1179.75,1.2,9.5,-2.6,3204.6726,77.28354,-1
657100,1179.75,1.2,9.5,-2.6,3203.3735,77.273415,-1
657200,1181.25,1.2,9.5,-2.6,3202.0762,77.263306,-1
657300,1182.75,1.2,9.5,-2.6,3200.7808,77.2532,-1
657400,1184.25,1.2,9.5,-2.6,3199.4873,77.243095,-1
657500,1183.25,1.2,9.5,-2.6,3198.1958,77.233,-1
657600,1182.25,1.2,9.5,-2.6,3196.9062,77.222916,-1
657700,1181.75,1.2,9.5,-2.6,3195.6187,77.21283,-1
657800,1182.75,1.2,9.5,-2.6,3194.333,77.20276,-1
657900,1183.25,1.2,9.5,-2.6,3193.0493,77.19269,-1
658000,1184.75,1.2,9.5,-2.6,3191.7673,77.18263,-1
658100,1185.75,1.2,9.5,-2.6,3190.4875,77.17258,-1
658200,1184.25,1.2,9.5,-2.6,3189.2097,77.16253,-1
658300,1184.25,1.2,9.5,-2.6,3187.9338,77.15249,-1
658400,1185.25,1.2,9.5,-2.6,3186.66,77.142456,-1
658500,1185.5,1.2,9.5,-2.6,3185.388,77.13243,-1
658600,1185.25,1.2,9.5,-2.6,3184.1182,77.12241,-1
658700,1185.25,1.3,9.5,-2.6,3182.85,77.112404,-1
658800,1183.25,1.3,9.5,-2.6,3181.5842,77.10241,-1
658900,1182.25,1.3,9.5,-2.6,3180.3203,77.092415,-1
659000,1182.75,1.3,9.5,-2.6,3179.0583,77.08243,-1
659100,1183.75,1.3,9.5,-2.6,3177.7983,77.07245,-1
659200,1182.75,1.3,9.5,-2.6,3176.5405,77.062485,-1
659300,1182.25,1.3,9.5,-2.6,3175.2847,77.05252,-1
659400,1183.25,1.3,9.5,-2.6,3174.031,77.04257,-1
659500,1182.75,1.3,9.5,-2.6,3172.7793,77.03263,-1
659600,1183.75,1.3,9.5,-2.6,3171.5295,77.02269,-1
659700,1183.75,1.3,9.5,-2.6,3170.2817,77.01277,-1
659800,1183.75,1.3,9.5,-2.6,3169.0361,77.00285,-1
659900,1182.25,1.3,9.5,-2.6,3167.7927,76.99294,-1
660000,1181.25,1.3,9.5,-2.6,3166.5513,76.98305,-1
660100,1180.25,1.3,9.5,-2.6,3165.3118,76.97316,-1
